,ds,yhat
0,2020-12-16,25.11634439785802
1,2020-12-17,25.02378603244527
2,2020-12-18,25.05552362398738
3,2020-12-21,24.769884516555635
4,2020-12-22,24.85666981106875
5,2020-12-23,24.700141108062773
6,2020-12-24,24.60758274265021
7,2020-12-28,24.353681226760955
8,2020-12-29,24.440466521272786
9,2020-12-30,24.283937818267244
10,2020-12-31,24.19137945285425
11,2021-01-04,23.937477936966275
12,2021-01-05,24.0242632314778
13,2021-01-06,23.86773452847265
14,2021-01-07,23.77517616305918
15,2021-01-08,23.80691375460201
16,2021-01-11,23.521274647173286
17,2021-01-12,23.6080599416879
18,2021-01-13,23.451531238683213
19,2021-01-14,23.358972873271192
20,2021-01-15,23.390710464813523
21,2021-01-19,23.19185665189906
22,2021-01-20,23.035327948895088
23,2021-01-21,22.942769583483205
24,2021-01-22,22.97450717502676
25,2021-01-25,22.68886806759758
26,2021-01-26,22.77565336211119
27,2021-01-27,22.61912465910703
28,2021-01-28,22.52656629369522
29,2021-01-29,22.558303885238495
30,2021-02-01,22.181040228572446
31,2021-02-02,22.237284006673388
32,2021-02-03,22.050213787256578
33,2021-02-04,21.927113905432122
34,2021-02-05,21.92830998056211
35,2021-02-08,21.55104632389721
36,2021-02-09,21.607290101997364
37,2021-02-10,21.42021988258049
38,2021-02-11,21.29712000075643
39,2021-02-12,21.29831607588617
40,2021-02-16,20.977296197321337
41,2021-02-17,20.7902259779044
42,2021-02-18,20.667126096079997
43,2021-02-19,20.668322171210008
44,2021-02-22,20.25811914724961
45,2021-02-23,20.30338313625026
46,2021-02-24,20.105333127733665
47,2021-02-25,19.971253456810057
48,2021-02-26,19.96146974284052
49,2021-03-01,19.551266718878082
50,2021-03-02,19.596530707880905
51,2021-03-03,19.39848069936425
52,2021-03-04,19.264401028441107
53,2021-03-05,19.25461731447276
54,2021-03-08,18.844414290509526
55,2021-03-09,18.889678279511553
56,2021-03-10,18.691628270995125
57,2021-03-11,18.557548600072085
58,2021-03-12,18.547764886420737
59,2021-03-15,18.137561863409935
60,2021-03-16,18.18282585272841
61,2021-03-17,17.984775844529814
62,2021-03-18,17.850696173923833
63,2021-03-19,17.84091246027194
64,2021-03-22,17.430709437259694
65,2021-03-23,17.47597342658024
66,2021-03-24,17.277923418381384
67,2021-03-25,17.143843747775577
68,2021-03-26,17.134060034123145
69,2021-03-29,16.72385701111124
70,2021-03-30,16.76912100043109
71,2021-03-31,16.571070992232666
72,2021-04-01,16.436991321627247
73,2021-04-05,16.017004589477327
74,2021-04-06,16.062268579924627
75,2021-04-07,15.86421857285428
76,2021-04-08,15.73013890337657
77,2021-04-09,15.720355190854237
78,2021-04-12,15.310152171227266
79,2021-04-13,15.355416161675006
80,2021-04-14,15.157366154604244
81,2021-04-15,15.023286485126668
82,2021-04-16,15.013502772603607
83,2021-04-19,14.603299752977202
84,2021-04-20,14.648563743424734
85,2021-04-21,14.450513736354205
86,2021-04-22,14.316434066876766
87,2021-04-23,14.320178538710833
88,2021-04-26,13.950560072157351
89,2021-04-27,14.009352246961496
90,2021-04-28,13.824830424248312
91,2021-04-29,13.704278939127894
92,2021-04-30,13.708023410962495
93,2021-05-03,13.338404944409717
94,2021-05-04,13.397197119213558
95,2021-05-05,13.212675296500763
96,2021-05-06,13.092123811379874
97,2021-05-07,13.09586828321371
98,2021-05-10,12.72624981665971
99,2021-05-11,12.785041991465615
100,2021-05-12,12.600520168752276
101,2021-05-13,12.479968683631817
102,2021-05-14,12.507864596599767
103,2021-05-17,12.21070045344908
104,2021-05-18,12.29364406938869
105,2021-05-19,12.133273687810462
106,2021-05-20,12.036873643824539
107,2021-05-21,12.064769556793713
108,2021-05-24,11.767605413642812
109,2021-05-25,11.850549029581533
110,2021-05-26,11.690178648003407
111,2021-05-27,11.59377860401726
112,2021-05-28,11.621674516986154
113,2021-06-01,11.407453989774535
114,2021-06-02,11.24708360819599
115,2021-06-03,11.15068356421002
116,2021-06-04,11.199585846862991
117,2021-06-07,10.96544081276788
118,2021-06-08,11.069390798391087
119,2021-06-09,10.93002678649732
120,2021-06-10,10.85463311219658
121,2021-06-11,10.903535394849309
122,2021-06-14,10.669390360754905
123,2021-06-15,10.773340346377319
124,2021-06-16,10.633976334483489
125,2021-06-17,10.558582660182406
126,2021-06-18,10.60748494283713
127,2021-06-21,10.373339908741931
128,2021-06-22,10.477289894364686
129,2021-06-23,10.337925882470241
130,2021-06-24,10.26253221311659
131,2021-06-25,10.311434500718399
132,2021-06-28,10.077289481463918
133,2021-06-29,10.181239472035944
134,2021-06-30,10.041875465089511
135,2021-07-01,9.966481795736286
136,2021-07-02,10.01538408333759
137,2021-07-06,9.885189054655761
138,2021-07-07,9.745825047709072
139,2021-07-08,9.670431378355984
140,2021-07-09,9.719333665957008
141,2021-07-12,9.485188646704167
142,2021-07-13,9.589138637275092
143,2021-07-14,9.449774630328989
144,2021-07-15,9.374380960974904
145,2021-07-16,9.423283248892638
146,2021-07-19,9.189138230588553
147,2021-07-20,9.293088221478204
148,2021-07-21,9.153724214848502
149,2021-07-22,9.078330545811259
150,2021-07-23,9.127232833728671
151,2021-07-26,8.893087815424703
152,2021-07-27,8.99703780631366
153,2021-07-28,8.857673799684386
154,2021-07-29,8.782280130647532
155,2021-07-30,8.83118241856621
156,2021-08-02,8.597037400262028
157,2021-08-03,8.700987391150093
158,2021-08-04,8.561623384520853
159,2021-08-05,8.48622971556162
160,2021-08-06,8.535132003557493
161,2021-08-09,8.300986985486869
162,2021-08-10,8.404936976453115
163,2021-08-11,8.265572969900902
