,ds,yhat
0,2016-01-04,104.2498304155636
1,2016-01-05,104.09313925288339
2,2016-01-06,103.89035642911071
3,2016-01-07,103.70978687100047
4,2016-01-08,103.51997206006799
5,2016-01-11,103.03208814517397
6,2016-01-12,102.62711872219096
7,2016-01-13,102.19643612956311
8,2016-01-14,101.81250339735954
9,2016-01-15,101.44762112362248
10,2016-01-19,100.1942174721901
11,2016-01-20,99.76702581326136
12,2016-01-21,99.42507233008277
13,2016-01-22,99.13989319700872
14,2016-01-25,98.77348951856172
15,2016-01-26,98.54229895602158
16,2016-01-27,98.3475686576084
17,2016-01-28,98.2572534254191
18,2016-01-29,98.23803232681577
19,2016-02-01,98.70334887205883
20,2016-02-02,98.74289609252946
21,2016-02-03,98.80692375091981
22,2016-02-04,98.95846900354017
23,2016-02-05,99.15964519970274
24,2016-02-08,100.11879615684805
25,2016-02-09,100.2571662966192
26,2016-02-10,100.38373792646331
27,2016-02-11,100.56056044085267
28,2016-02-12,100.74947529878757
29,2016-02-16,101.44144518511948
30,2016-02-17,101.38781811944423
31,2016-02-18,101.35898142064866
32,2016-02-19,101.32058220430665
33,2016-02-22,101.25582312273008
34,2016-02-23,100.97185354972173
35,2016-02-24,100.64744202857192
36,2016-02-25,100.35236192863324
37,2016-02-26,100.05635740596296
38,2016-02-29,99.30686557246182
39,2016-03-01,98.83413390733168
40,2016-03-02,98.34463532792351
41,2016-03-03,97.90977355147716
42,2016-03-04,97.50042261326955
43,2016-03-07,96.57348954147282
44,2016-03-08,96.09486291936017
45,2016-03-09,95.62460626144696
46,2016-03-10,95.23271411991682
47,2016-03-11,94.88837989740695
48,2016-03-14,94.26908026227136
49,2016-03-15,93.92338928533621
50,2016-03-16,93.59759866102709
51,2016-03-17,93.35954823313496
52,2016-03-18,93.17636487242108
53,2016-03-21,93.06567646200378
54,2016-03-22,92.89247895694405
55,2016-03-23,92.73838349144808
56,2016-03-24,92.67012882816866
57,2016-03-28,93.01982497573604
58,2016-03-29,92.99552778738703
59,2016-03-30,92.98458859057286
60,2016-03-31,93.05334096543636
